"date","value","topic","variable","location","unit","origin","update","public","description"
2019-11-21,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-22,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-25,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-26,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-27,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-28,27.2749,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-11-29,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-02,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-03,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-04,54.6708,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-05,43.4773,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-06,42.9864,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-09,38.5997,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-10,55.2784,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-11,46.306,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-12,68.5542,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-13,84.7484,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-16,58.9574,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-17,74.9782,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-18,62.1839,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-19,53.8415,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-20,106.9835,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-23,36.6059,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-27,29.9853,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-12-30,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-03,55.9836,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-06,51.7791,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-07,65.9477,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-08,59.6295,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-09,53.9429,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-10,50.6552,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-13,48.6359,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-14,64.2757,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-15,59.8563,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-16,48.6815,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-17,71.4034,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-20,44.7625,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-21,87.4218,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-22,67.1153,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-23,62.6665,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-24,56.1033,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-27,70.8801,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-28,61.4021,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-29,54.3465,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-30,65.6325,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-01-31,70.815,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-03,51.9767,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-04,59.234,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-05,84.3955,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-06,62.98,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-07,83.7403,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-10,51.3272,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-11,57.2635,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-12,59.0345,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-13,79.1691,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-14,54.1598,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-17,0,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-18,51.959,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-19,58.0035,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-20,93.0146,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-21,106.2863,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-24,126.8356,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-25,102.515,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-26,114.156,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-27,144.7432,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-02-28,183.6004,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-02,155.0907,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-03,139.0531,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-04,103.4711,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-05,106.754,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-06,142.8066,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-09,223.1933,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-10,194.117,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-11,146.2537,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-12,265.7377,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-13,231.7118,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-16,203.9594,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-17,154.1969,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-18,211.1204,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-19,187.6552,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-20,255.2637,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-23,150.0964,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-24,140.992,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2020-03-25,148.6167,"wirtschaft","smi_volume","CH","number of transactions in Mio","yahoo finance","daily","ja","daily number of traded shares SMI"
2019-01-03,8466.009766,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-04,8608.55957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-07,8535.950195,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-08,8629.480469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-09,8687.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-10,8801.480469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-11,8828.219727,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-14,8760.320313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-15,8824.730469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-16,8873.769531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-17,8914.139648,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-18,9023.959961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-21,9011.410156,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-22,8966.339844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-23,8957.19043,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-24,8937.389648,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-25,8922.490234,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-28,8857.849609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-29,8940.519531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-30,8965.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-01-31,8969.269531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-01,8996.360352,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-04,9011.480469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-05,9150.55957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-06,9143,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-07,9035.900391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-08,9003.410156,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-11,9068.620117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-12,9127.400391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-13,9164.05957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-14,9142.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-15,9242.120117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-18,9267.459961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-19,9256.169922,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-20,9315.629883,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-21,9333.570313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-22,9348.929688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-25,9398.370117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-26,9461.209961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-27,9412.19043,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-02-28,9388.94043,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-01,9412.019531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-04,9394.049805,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-05,9399.150391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-06,9403.160156,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-07,9324.580078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-08,9268.360352,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-11,9341.349609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-12,9331.620117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-13,9387.429688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-14,9481.900391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-15,9483.099609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-18,9496.929688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-19,9525.919922,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-20,9463.320313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-21,9454.049805,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-22,9319.419922,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-25,9305.5,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-26,9389.299805,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-27,9390.589844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-28,9405.929688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-03-29,9477.839844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-01,9538.110352,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-02,9536.570313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-03,9570.089844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-04,9563.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-05,9541.150391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-08,9547.330078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-09,9582.219727,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-10,9556.30957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-11,9549.259766,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-12,9484.910156,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-15,9513.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-16,9579.849609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-17,9596.599609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-18,9571.219727,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-23,9635.070313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-24,9655.669922,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-25,9694.05957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-26,9724.269531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-29,9740.480469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-04-30,9769.740234,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-02,9746.05957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-03,9741.990234,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-06,9657.240234,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-07,9577.379883,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-08,9621.959961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-09,9430.299805,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-10,9472.830078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-13,9363.179688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-14,9404.080078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-15,9480.759766,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-16,9660.589844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-17,9659.080078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-20,9582.080078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-21,9624.160156,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-22,9645.040039,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-23,9594.30957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-24,9666.889648,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-27,9712.959961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-28,9680.870117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-29,9541.969727,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-05-31,9523.980469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-03,9602.730469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-04,9597.709961,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-05,9658.620117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-06,9682.290039,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-07,9749.129883,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-11,9835.870117,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-12,9859.730469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-13,9861.830078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-14,9847.610352,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-17,9851.570313,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-18,9988.549805,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-19,9961.650391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-20,9978.519531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-21,9922.830078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-24,9898.849609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-25,9898.900391,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-26,9838.129883,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-27,9859.759766,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-06-28,9898.240234,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-01,9970,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-02,10020.929688,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-03,10066.530273,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-04,10066.480469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-05,9980.219727,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-08,9994.099609,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-09,9961.339844,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-10,9937.55957,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-11,9879.530273,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-12,9762.980469,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-15,9808.580078,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-16,9850.519531,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
2019-07-17,9942.009766,"wirtschaft","smi_index","CH","indexpoints","yahoo finance","daily","ja","daily closing value Swiss Market Index"
